"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"r_ID__Hmax[ID_89,Intercept]",3.95150071872263,0.0386843883421618,3.86843883421618,-3.22247594182847,1.35063431592839,3.80126595729078,6.35015595679251,12.1288679791354,10000,0.999937191228949
"r_ID__Hmax[ID_9,Intercept]",-4.96858025897342,0.0329965238829326,3.29965238829326,-10.9531592804473,-7.20413318061884,-5.13296861265591,-2.9697453733938,2.04774522085478,10000,0.999979483856052
"r_ID__Hmax[ID_90,Intercept]",-5.0328861675987,0.0475932227061199,4.23049612599727,-12.1453449438724,-7.94964503278698,-5.44088079292932,-2.62117732272845,4.52273122616654,7901.18765562885,1.00035310315805
"r_ID__Hmax[ID_91,Intercept]",-6.7256682098347,0.0422245390126809,4.22245390126809,-14.0356107652499,-9.62841721157397,-7.02450371184174,-4.24913025526892,2.57485188423087,10000,1.00021812734907
"r_ID__Hmax[ID_92,Intercept]",-0.00225283020949207,0.0378970683067058,3.78970683067058,-6.82090807203814,-2.57603298873704,-0.259850067180456,2.23932551393333,8.31405358844835,10000,1.00057989439121
"r_ID__Hmax[ID_94,Intercept]",-1.61752944031424,0.0487427822770438,4.23332631577382,-8.93084480257415,-4.59588070914689,-1.96823574322551,0.975514534157255,7.70786220291205,7542.97835964929,0.999864933139202
"r_ID__Hmax[ID_95,Intercept]",-0.442740957038933,0.0846982285111577,4.50275562682524,-6.74702048355356,-3.28954912319244,-1.31696205256992,1.11648136169905,12.3755928815027,2826.23389881658,1.00114226584112
"r_ID__Hmax[ID_96,Intercept]",8.80818512624132,0.0445679646989595,3.51107362518385,2.68599564293048,6.46866585292265,8.52354459251181,10.8023965463544,16.7095030588575,6206.32151213384,1.00022634137449
"r_ID__Hmax[ID_98,Intercept]",4.0565815057619,0.0453284563270666,3.84426567174746,-2.6151779721369,1.42459854426733,3.75874468802934,6.33845664350276,12.6928419708527,7192.5837655919,1.00013218380873
"r_ID__Hmax[ID_99,Intercept]",-0.83327378436599,0.0350082214612633,3.50082214612633,-7.08690277480127,-3.23780484319829,-1.02394624743346,1.35139522088343,6.43775902941909,10000,1.00033652149473
"r_ID__k[Da_Ae,Intercept]",-0.103112376821624,0.000340799428875633,0.0243051808751139,-0.149973862232734,-0.119329084894567,-0.103542611592307,-0.0872905010459979,-0.0529274289844927,5086.27688154968,1.00046623288431
"r_ID__k[Da_Ol1,Intercept]",-0.0617975221108283,0.000430872142915105,0.0339909745565209,-0.130311220440233,-0.0826480713758388,-0.0611919716522882,-0.040125503739916,0.00392589737136463,6223.43846226084,1.00002627000778
"r_ID__k[F1,Intercept]",-0.114435402550754,0.000339157411409949,0.0219359033921857,-0.157372476767397,-0.129011775959541,-0.114305232044631,-0.0998510353610764,-0.072074122708168,4183.19804418025,1.0003498606458
"r_ID__k[ID_1,Intercept]",0.0514508664659838,0.000537321780930806,0.0537321780930806,-0.0524645474867513,0.0143649683618351,0.0511186045598001,0.0879660536434175,0.155062919937691,10000,1.00043841059703
"r_ID__k[ID_10,Intercept]",-0.00399218837200578,0.00107779867906119,0.0901558555152381,-0.202575619775639,-0.0590498481494238,0.000201309994486466,0.0569732616779896,0.162165785466982,6997.0114368011,0.99990341044515
"r_ID__k[ID_100,Intercept]",0.0834171233080122,0.000724362977046939,0.0724362977046939,-0.0633925444390038,0.0368289190385791,0.0855469617683133,0.130619260393871,0.221423608018595,10000,0.999998204352565
"r_ID__k[ID_101,Intercept]",0.0387636985518132,0.000539241971424301,0.0539241971424301,-0.0633202983395822,0.00193305730056711,0.0380371155700317,0.0748154755859667,0.144208982775826,10000,0.999883662969165
"r_ID__k[ID_102,Intercept]",-0.0957572982701454,0.000589825554386196,0.0589825554386196,-0.206760146649876,-0.134074525218595,-0.098297561195313,-0.0603878020457089,0.0296595105766069,10000,1.00051880643916
"r_ID__k[ID_103,Intercept]",0.16070810396421,0.00129592465909392,0.0933561095359743,-0.0604579656097053,0.11494127990956,0.169903965323583,0.216737681183603,0.326483851440489,5189.50556776882,1.00013045967539
"r_ID__k[ID_104,Intercept]",0.127674882219901,0.000661821498193753,0.0661821498193753,-0.00605160470650503,0.0883958801926349,0.128875969039537,0.168273586872217,0.260117329554772,10000,1.00053802390883
"r_ID__k[ID_105,Intercept]",0.0784501529132394,0.000959051138091236,0.0827375245550371,-0.0915350758591436,0.0250203052702369,0.0810467794643902,0.134767074225045,0.235695061720111,7442.54579996988,0.999831601161232
"r_ID__k[ID_106,Intercept]",0.0568731285755924,0.000966076772681446,0.0818125011331971,-0.105930827115885,0.00265523953428907,0.0583587238841752,0.11202609849901,0.211302376101613,7171.60000376787,0.999953294284542
"r_ID__k[ID_107,Intercept]",0.0334075465529695,0.000789207852873595,0.0789207852873595,-0.108081231813291,-0.0218366441750956,0.0288822992251019,0.0842751110571529,0.19837722121241,10000,1.00023429474921
"r_ID__k[ID_109,Intercept]",0.0155858438507175,0.00086083438167683,0.086083438167683,-0.147867815641438,-0.0434487925979003,0.0123736852718293,0.0738858338824618,0.186572548891931,10000,1.00016329471981
"r_ID__k[ID_111,Intercept]",-0.0426546649675608,0.000703215432198369,0.0703215432198369,-0.165416973677955,-0.0903860435405652,-0.0485353623006068,-3.91798238193361e-05,0.112573303799131,10000,0.999769059203685
"r_ID__k[ID_112,Intercept]",0.0638809559867114,0.000679214448209529,0.0679214448209529,-0.0724275198029802,0.0188840236687995,0.0641720407458285,0.109550018838748,0.196042534398993,10000,1.00028908019399
"r_ID__k[ID_113,Intercept]",0.0243378881586262,0.000673291864608591,0.0673291864608591,-0.102512614153712,-0.0218790382990807,0.0216044205100972,0.0690197697706432,0.159874472619725,10000,0.999869939639458
"r_ID__k[ID_114,Intercept]",0.165078809894108,0.000799888695375812,0.0712893771103166,0.0168896787786972,0.123068490153234,0.166819482302182,0.208429480844505,0.304638489064221,7943.10899686068,1.00061460701811
"r_ID__k[ID_116,Intercept]",0.122683756779675,0.00120897921095758,0.0927888207869508,-0.0807666942450692,0.0671627572444913,0.129857392875252,0.183159812004418,0.29342740558879,5890.5201371511,1.00027345834213
"r_ID__k[ID_117,Intercept]",-0.193922048649566,0.000757458107813841,0.065118001762308,-0.2989790231665,-0.237861545230527,-0.201753986331816,-0.159400058462578,-0.0419547241223132,7390.68841245502,0.9999490875081
